Currency:SEK,Customer:filippak,Date Range:2021-08-21_2021-08-28,Include Discount:Include,Metric:undefined,Target Group:All Products,Category:Outerwear
Vendor,JUN,JUL,AUG,SEP,Today
Filippa K,4841.860465116279,4841.860465116279,4841.860465116279,4841.860465116279,4841.860465116279,4841.860465116279,4841.860465116279,4841.860465116279
